Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
MILANO;CITTA' METROPOLITANA DI MILANO;B&B EXCLUSIVE CENTRAL STATION MILANO;Alloggi privati in affitto;Bed & Breakfast;304452447;VIA ERRICO PETRELLA 20;20124;MI;;;;;;www.bbexclusivecsm.it;2;0;4;2;No;No;No;No;No;Si;No;No;Si;Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo,Portoghese;;;9.21002364;45.48366534
MILANO;CITTA' METROPOLITANA DI MILANO;B&B FAUCHE' 27;Alloggi privati in affitto;Bed & Breakfast;387091507;VIA FAUCHE' 27;20154;MI;;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;;;Inglese;;;9.16305819;45.48651855
MILANO;CITTA' METROPOLITANA DI MILANO;B&B FIERA MILANO CITY;Alloggi privati in affitto;Bed & Breakfast;341897427;VIALE CERTOSA 32;20155;MI;;;;;;www.bbfieramilanocity.it;1;0;2;1;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.15067883;45.49060854
MILANO;CITTA' METROPOLITANA DI MILANO;B&B FIORI DI GRANO;Alloggi privati in affitto;Bed & Breakfast;383856351;VIA  MORTARA 5;20144;MI;;;;;;www.fioridigrano.com;2;0;6;2;No;No;No;No;No;Si;No;No;No;Access. diversamente abili parziale,Accettazione animali domestici,Aria condizionata;Visa,Master Card,Maestro;Inglese,Tedesco;;;9.17338818;45.4544712
MILANO;CITTA' METROPOLITANA DI MILANO;B&B FLAIR;Alloggi privati in affitto;Bed & Breakfast;355875949;VIALE ISONZO 16;20135;MI;;;;;;;1;0;2;1;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private;;Inglese;;;9.20653853;45.44697799
MILANO;CITTA' METROPOLITANA DI MILANO;B&B FORTUNA;Alloggi privati in affitto;Bed & Breakfast;357558850;VIA LUDOVICO D'ARAGONA 10;20132;MI;;;;;;;3;0;7;2;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;Visa,Master Card;Inglese,Cinese;;;9.23475562;45.49018539
MILANO;CITTA' METROPOLITANA DI MILANO;B&B GAIAMAMA;Alloggi privati in affitto;Bed & Breakfast;391234268;VIA CASSONI 6;20141;MI;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Parco o giardino;;Inglese;;;9.17755902;45.43170331
MILANO;CITTA' METROPOLITANA DI MILANO;B&B GAMBARA MILANO;Alloggi privati in affitto;Bed & Breakfast;383906819;VIA POGGIBONSI 3;20146;MI;;;;;;;2;0;8;2;No;No;No;No;No;Si;No;No;No;;American express,Visa,Master Card,Maestro;Inglese,Francese,Spagnolo;;;9.13957465;45.46529454
MILANO;CITTA' METROPOLITANA DI MILANO;B&B GARDEN MILAN;Alloggi privati in affitto;Bed & Breakfast;308308625;VIA VALSESIA 50;20152;MI;;;;;;www.bbgardenmilan.it;1;0;2;1;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Tedesco;;;9.09680282;45.45329198
MILANO;CITTA' METROPOLITANA DI MILANO;BB GIALLO;Alloggi privati in affitto;Bed & Breakfast;383051620;VIA PONCHIELLI 6;20129;MI;;;;;;;1;0;2;1;No;No;No;No;No;Si;No;No;Si;Accesso a mezzi pubblici,Aria condizionata,Posto auto,Sala televisione separata;;Inglese,Spagnolo;;;9.21320757;45.48096413
MILANO;CITTA' METROPOLITANA DI MILANO;B&B H AND H;Alloggi privati in affitto;Bed & Breakfast;381861259;VIA TAMAGNO 5;20124;MI;;;;;;;1;0;2;1;No;No;No;No;No;Si;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.21189602;45.48234544
MILANO;CITTA' METROPOLITANA DI MILANO;B&B HANNA BOJARDI;Alloggi privati in affitto;Bed & Breakfast;185860750;VIA ELIO VITTORINI 5;20138;MI;;;;;;www.bbquerciaresidence.it;3;0;6;4;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;Tutte;Inglese,Francese;;;9.26173809;45.44441491
MILANO;CITTA' METROPOLITANA DI MILANO;B&B HOTEL MILANO CENISIO-GARIBALDI;Alberghiere;Alberghi 3 stelle;382519259;VIA MESSINA 38;20154;MI;;;mi.cenisio@hotelbb.com;02 314059;02 34593695;www.hotelbb.it;121;0;242;123;No;No;No;No;No;No;No;No;Si;Ascensore,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY;American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,CartaSi,JBC,AmexCo,Carta Moneta,Visa Electron;Inglese,Spagnolo;;;9.17266575;45.48702048
MILANO;CITTA' METROPOLITANA DI MILANO;B&B HOTEL MILANO SAN SIRO;Alberghiere;Alberghi 3 stelle;383456458;VIA ACHILLE, 4;20151;MI;;;mi.sansiro@hotelbb.com;02 48751607;02 4077869;www.hotelbb.com;149;0;298;149;No;No;No;No;No;No;No;No;No;Ascensore,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Internet point,Estintori,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY;American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,CartaSi,JBC,AmexCo,Carta Moneta,Visa Electron;Inglese,Francese;;;9.11994465;45.48117424
MILANO;CITTA' METROPOLITANA DI MILANO;B&B HOTEL MILANO SANT'AMBROGIO;Alberghiere;Alberghi 3 stelle;382806956;VIA OLIVETANI 4;20123;MI;;;mi.santambrogio@hotelbb.com;02 48101089;02 48199768;www.hotelbb.it;75;0;145;75;No;No;No;No;No;Si;No;No;Si;Ascensore,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Internet point,Estintori,Roof garden,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY;American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,CartaSi,JBC,AmexCo,Carta Moneta,Visa Electron;Inglese,Spagnolo;;;9.16998259;45.46299141
MILANO;CITTA' METROPOLITANA DI MILANO;BB HOTELS RESIDENZA ARCIMBOLDI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;386632177;VIALE SARCA 90;20125;MI;;;;;;www.bbhotels.it;20;0;99;20;No;No;No;No;No;No;No;No;No;;Visa,Master Card;;;;9.20498746;45.50891389
MILANO;CITTA' METROPOLITANA DI MILANO;BB HOTELS RESIDENZA BICOCCA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389620763;VIA ARBE 63;20125;MI;;;;;;www.bbhotels.it;21;0;62;15;No;No;No;No;No;No;No;No;No;;Visa,Master Card;;;;9.19884918;45.49992765
MILANO;CITTA' METROPOLITANA DI MILANO;BB HOTELS RESIDENZA VISCONTI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387096278;VIA GULLI 1;20147;MI;;;;;;www.bbhotels.it;35;0;99;35;No;No;No;No;No;No;No;No;No;;Visa,Master Card;;;;9.13615589;45.46510461
MILANO;CITTA' METROPOLITANA DI MILANO;B&B ILARIO E TANIA;Alloggi privati in affitto;Bed & Breakfast;383855690;VIA SETTEMBRINI 33;20124;MI;;;;;;;3;0;10;4;No;No;No;No;No;No;No;No;No;Aria condizionata;;Inglese;;;9.20734664;45.48307515
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL BALLATOIO;Alloggi privati in affitto;Bed & Breakfast;386177255;VIA PAOLO SARPI 42;20154;MI;;;;;;;1;0;2;1;No;No;No;No;No;Si;No;No;No;;Visa,Master Card;Inglese,Francese;;;9.17396709;45.48123649
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL CORTILETTO;Alloggi privati in affitto;Bed & Breakfast;306009834;VIA GIOVANNI SCHIAPARELLI 7;20125;MI;;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;Si;Biciclette per ospiti,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.20437479;45.48994829
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL GELSOMINO;Alloggi privati in affitto;Bed & Breakfast;305609657;VIA APELLE 2;20128;MI;;;;;;;3;0;6;2;No;No;No;No;No;No;No;Si;Si;Aria condizionata,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.22736292;45.50550005
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL GELSOMINO ROSA;Alloggi privati in affitto;Bed & Breakfast;355875662;VIA DESENZANO 8;20146;MI;;;;;;www.bbmilanoexpo.com;1;0;2;1;No;No;No;No;No;No;No;Si;No;Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.14068062;45.4625455
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL GIARDINO;Alloggi privati in affitto;Bed & Breakfast;386356590;VIA PIENZA 1;20142;MI;;;;;;;2;0;7;2;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Giochi per bambini,Parco o giardino,Posto auto;;Inglese;;;9.1665139;45.42051588
MILANO;CITTA' METROPOLITANA DI MILANO;B&B IL VICOLO;Alloggi privati in affitto;Bed & Breakfast;350865331;VIA MONCALVO 66;20146;MI;;;;;;www.bbvicolomilano.it;3;0;6;3;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo;;;9.14248622;45.46245547
MILANO;CITTA' METROPOLITANA DI MILANO;BB KOHL HAUS;Alloggi privati in affitto;Bed & Breakfast;383638638;VIA ANDREA DORIA 7;20124;MI;;;;;;www.kohlhaus.it;4;0;8;4;No;No;No;No;No;Si;No;No;Si;Accesso a mezzi pubblici,Aria condizionata;;Inglese,Francese,Tedesco;;;9.20808426;45.48522933
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA BOLLA;Alloggi privati in affitto;Bed & Breakfast;318936981;VIA PINAMONTE DA VIMERCATE 5;20121;MI;;;;;;www.la-bolla.com;1;0;2;1;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo;;;9.18253296;45.4788858
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA CASA DEL NESPOLO... DI NIGUARDA;Alloggi privati in affitto;Bed & Breakfast;185860062;VIA PAULUCCI DE CALBOLI 32;20162;MI;;;;;;www.bblacasadelnespolo.com;1;0;2;1;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Biciclette per ospiti,Giochi per bambini,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;Tutte;Inglese,Spagnolo,Tedesco;;;9.19155835;45.51735
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA CASA DI E.;Alloggi privati in affitto;Bed & Breakfast;350877479;VIA CAMINADELLA 6;20123;MI;;;;;;www.lacasadie.it;1;0;2;1;No;No;No;No;No;Si;No;No;No;Accettazione animali domestici,Aria condizionata,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.17772188;45.45952359
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA CASA DI LEONARDO;Alloggi privati in affitto;Bed & Breakfast;306837311;VIA GIACOMO LEOPARDI 12;20123;MI;;;;;;www.casadileonardo.com;3;0;5;2;No;No;No;No;No;Si;No;No;No;Access. diversamente abili parziale,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Francese,Spagnolo;;;9.17421706;45.46836505
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA CASA DI NICCA;Alloggi privati in affitto;Bed & Breakfast;351356262;VIA BENEDETTO DIOTTI 16;20153;MI;;;;;;www.casanicca.it;1;0;2;1;No;No;No;No;Si;No;No;No;No;Accesso a mezzi pubblici,Accettazione animali domestici,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo,Tedesco;;;9.08820385;45.46916806
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA CORTE DI LAMBRATE;Alloggi privati in affitto;Bed & Breakfast;316481976;VIA CARLO BERTOLAZZI 10;20134;MI;;;;;;www.lacortedilambrate.it;4;0;8;3;No;No;No;No;No;No;No;No;Si;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;;;;9.24072156;45.48410308
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA FAVIA;Alloggi privati in affitto;Bed & Breakfast;353937938;VIA CARLO FARINI 4;20154;MI;;;;;;www.lafavia4room.com;4;0;8;4;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese,Spagnolo;;;9.18162432;45.48322322
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA FORESTERIA MILANO;Alloggi privati in affitto;Bed & Breakfast;387797028;VIA ARCHIMEDE 125;20129;MI;;;;;;;3;0;6;3;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Aria condizionata;;Inglese;;;9.22236521;45.46554271
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LAPPONIA;Alloggi privati in affitto;Bed & Breakfast;384207151;VIA GIOVANOLA 33;20142;MI;;;;;;;1;0;2;3;No;No;No;No;No;No;No;Si;No;Accesso a mezzi pubblici,Biciclette per ospiti;;Inglese,Spagnolo;;;9.17161718;45.42770069
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA RINGHIERA;Alloggi privati in affitto;Bed & Breakfast;327017267;VIALE BLIGNY 41;20136;MI;;;;;;;1;0;3;1;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.19504191;45.45094302
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA RONDINE;Alloggi privati in affitto;Bed & Breakfast;302784095;VIA HARAR 23;20153;MI;;;;;;www.larondinemilano.it;2;0;4;2;No;No;No;No;No;No;No;Si;No;Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo;;;9.11520526;45.47616649
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA STANZA DI MITA;Alloggi privati in affitto;Bed & Breakfast;316248574;VIA MICHELANGELO BUONARROTI, 38;20145;MI;;;;;;www.lastanzadimita.it;2;0;4;2;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.15551282;45.47096467
MILANO;CITTA' METROPOLITANA DI MILANO;B&B L'ATELIER;Alloggi privati in affitto;Bed & Breakfast;185860061;VIA CESARE ARICI 24;20127;MI;;;;;;;1;0;2;1;No;No;No;No;No;No;No;Si;No;Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.23884735;45.50440264
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA TERRAZZA DI ROMEO;Alloggi privati in affitto;Bed & Breakfast;357345752;VIA GIULIO UBERTI 5;20129;MI;;;;;;;1;0;2;1;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.21593927;45.46925857
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA TILLERIA;Alloggi privati in affitto;Bed & Breakfast;308610996;VIA PADOVA 95;20127;MI;;;;;;www.latilleria.wordpress.com;1;0;2;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese,Tedesco;;;9.22900186;45.49541966
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LA VILLETTA;Alloggi privati in affitto;Bed & Breakfast;301528495;VIA PRIVATA CHIASSO 4;20155;MI;;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;Visa,Master Card,Bancomat,CartaSi;Inglese,Francese,Spagnolo,Tedesco;;;9.15462259;45.49414289
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LINEA CINQUANTOTTO;Alloggi privati in affitto;Bed & Breakfast;383595731;VIA VALSESIA 44;20152;MI;;;;;;www.lineacinquantotto.it;1;0;2;1;No;No;No;No;No;No;No;Si;No;Accesso a mezzi pubblici,Accesso a vetture private,Parco o giardino,Posto auto;;Inglese;;;9.100913479999999;45.45282691
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LOCANDA MONLUE';Alloggi privati in affitto;Bed & Breakfast;300820498;VIA MONLUE' 77;20138;MI;;;;;;www.locandamonlue.com;1;0;2;1;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.25493985;45.45707697
MILANO;CITTA' METROPOLITANA DI MILANO;B&B LODOVICA;Alloggi privati in affitto;Bed & Breakfast;381713681;VIA COL MOSCHIN 15;20136;MI;;;;;;;2;0;4;2;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Francese;;;9.18541798;45.45036396
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MATA MILANO LAMBRATE;Alloggi privati in affitto;Bed & Breakfast;307939422;VIA GUIDO GOZZANO 4;20131;MI;;;;;;www.mataguesthousemilano.it;2;0;4;2;No;No;No;No;No;No;No;No;Si;Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo;;;9.23137454;45.48422334
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MEDA;Alloggi privati in affitto;Bed & Breakfast;304352924;VIA GIUSEPPE MEDA 43;20141;MI;;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.17861856;45.44061111
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MELAVERDE;Alloggi privati in affitto;Bed & Breakfast;387596412;VIA PALMANOVA 56;20132;MI;;;;;;;3;0;6;4;No;No;No;No;Si;No;No;Si;Si;Accesso a mezzi pubblici,Posto auto;;Inglese,Francese;;;9.23699772;45.49650993
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MILAN AT HOME;Alloggi privati in affitto;Bed & Breakfast;327809031;VIA DEGLI UMILIATI 56;20138;MI;;;;;;www.milanoathome.it;1;0;4;1;No;No;No;No;Si;No;No;Si;No;Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;American express,Visa,Master Card;Inglese;;;9.26505552;45.43777045
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MILANO BELLA;Alloggi privati in affitto;Bed & Breakfast;327017460;VIA LAZZARO SPALLANZANI 16;20129;MI;;;;;;www.bbmilanobella.com;2;0;4;2;No;No;No;No;No;Si;No;No;Si;Accesso a mezzi pubblici,Aria condizionata,Giochi per bambini,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese,Spagnolo;;;9.20714128;45.47583758
MILANO;CITTA' METROPOLITANA DI MILANO;B&B MILANO INGANNI;Alloggi privati in affitto;Bed & Breakfast;383830169;PIAZZA SAN GIOVANNI BATTISTA ALLA CRETA 2;20147;MI;;;;;;www.bbmilanoinganni.it;2;0;4;2;No;No;No;No;No;No;No;Si;No;Aria condizionata;Tutte;Inglese,Francese,Spagnolo;;;9.12176829;45.45540435
